ParticipantName,player_id,TeamName,MinutesPlayed,MatchesPlayed,Top_scorer,Top_scorer_subtitle,Assists,Assists_subtitle,Goals_+_Assists,Goals_+_Assists_subtitle,FotMob_rating,FotMob_rating_subtitle,Goals_per_90,Goals_per_90_subtitle,Expected_goals_(xG),Expected_goals_(xG)_subtitle,Expected_goals_(xG)_per_90,Expected_goals_(xG)_per_90_subtitle,Expected_goals_on_target_(xGOT),Expected_goals_on_target_(xGOT)_subtitle,Shots_on_target_per_90,Shots_on_target_per_90_subtitle,Shots_per_90,Shots_per_90_subtitle,Accurate_passes_per_90,Accurate_passes_per_90_subtitle,Big_chances_created,Big_chances_created_subtitle,Chances_created,Chances_created_subtitle,Accurate_long_balls_per_90,Accurate_long_balls_per_90_subtitle,Expected_assist_(xA),Expected_assist_(xA)_subtitle,Expected_assist_(xA)_per_90,Expected_assist_(xA)_per_90_subtitle,xG_+_xA_per_90,xG_+_xA_per_90_subtitle,Successful_dribbles_per_90,Successful_dribbles_per_90_subtitle,Big_chances_missed,Big_chances_missed_subtitle,Penalties_won,Penalties_won_subtitle,Successful_tackles_per_90,Successful_tackles_per_90_subtitle,Interceptions_per_90,Interceptions_per_90_subtitle,Clearances_per_90,Clearances_per_90_subtitle,Blocks_per_90,Blocks_per_90_subtitle,Penalties_conceded,Penalties_conceded_subtitle,Possession_won_final_3rd_per_90,Possession_won_final_3rd_per_90_subtitle,Clean_sheets,Clean_sheets_subtitle,Save_percentage,Save_percentage_subtitle,Saves_per_90,Saves_per_90_subtitle,Goals_prevented,Goals_prevented_subtitle,Goals_conceded_per_90,Goals_conceded_per_90_subtitle,Fouls_committed_per_90,Fouls_committed_per_90_subtitle,Yellow_cards,Yellow_cards_subtitle,Red_cards,Red_cards_subtitle
Vitinho,905498,NA,0,0,0,0,2,1.2,2,2.8,6.44,0,0,0,1.6,0,0.06,0,0.6,0,0.2,16,1,0,22.7,77.1,1,2,11,0.4,1,42.6,1.2,2,0.05,0.1,0.11,0.08,1,50,2,0,1,1.1,1.3,53.1,0.5,12,1.7,43,0.2,6,2,32,0.4,1.7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Anthony Gordon,906937,Newcastle United,2898,35,11,1,10,5.6,21,15.8,7.51,3,0.34,11,10.2,11,0.32,0.34,9.1,11,1,38.3,2.5,13.6,23.4,81.8,16,10,57,1.8,0.9,56.9,5.6,10,0.17,0.3,0.49,0.65,1.7,48.6,9,13.6,6,2.1,1.1,61.8,0.2,7,0.1,4,0,0,0,0,0.9,1.4,0,0,0,0,0,0,0,0,0,0,1.2,10,10,1,1,10
Rhys Norrington-Davies,914132,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Luke Thomas,916332,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Bryan Mbeumo,923312,Brentford,1959,25,9,3,6,5.6,15,15.4,7.23,4,0.41,9,9.8,9,0.45,0.41,8.5,9,0.9,37.7,2.4,17,21.6,72.3,6,6,32,1.5,0.8,50,5.6,6,0.26,0.3,0.71,0.69,1.2,38.2,9,17,0,0,0.5,66.7,0.3,7,0.6,12,0.1,2,0,0,0.9,1.5,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0
Moussa Diaby,923498,Aston Villa,2184,38,6,0,8,4.5,14,11.6,6.89,1,0.25,6,7.1,6,0.29,0.25,7.9,6,0.9,42.6,2.2,11.1,19.4,82.6,13,8,47,1.9,0.4,56.3,4.5,8,0.19,0.3,0.48,0.58,1.2,43.9,7,11.1,0,0,0.2,41.7,0.4,9,0.2,5,0,1,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0,0,0
Antoine Semenyo,933576,Bournemouth,2111,33,8,0,2,2.3,10,7,6.88,1,0.34,8,4.6,8,0.2,0.34,6,8,1.3,44.3,3,11.4,18.6,74.3,6,2,29,1.2,0.6,45.5,2.3,2,0.1,0.1,0.3,0.43,2.1,47.6,5,11.4,1,1,0.7,70.8,0.3,6,0.9,20,0.1,2,0,0,0.7,2.3,0,0,0,0,0,0,0,0,0,0,1.8,6,6,0,0,0
Ryan Giles,933635,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5,0.9,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,933768,Liverpool,1167,23,1,0,1,1.1,2,3.7,6.6,0,0.08,1,2.6,1,0.2,0.08,1.6,1,0.5,31.6,1.5,5.3,52.9,91.5,0,0,11,0.8,0.9,50,1.1,1,0.08,0.1,0.28,0.15,1.2,60,1,5.3,0,0,1.1,51.9,0.5,7,0.5,7,0,0,0,0,0.8,3,0,0,0,0,0,0,0,0,0,0,1.2,3,3,1,1,3
Rayan Ait Nouri,933845,Wolverhampton Wanderers,2344,33,2,0,1,1.7,3,5,6.97,1,0.08,2,3.3,2,0.13,0.08,2.6,2,0.3,33.3,0.9,8.3,34.5,86.6,3,1,25,1,0.9,42.6,1.7,1,0.07,0,0.19,0.12,2.4,61.4,5,8.3,1,2,1.7,62,0.6,15,1.2,31,0.2,6,1,33,0.3,1.7,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0
Dejan Kulusevski,935379,Tottenham Hotspur,2763,36,8,0,3,6.7,11,11.4,7.12,4,0.26,8,4.7,8,0.15,0.26,6.6,8,0.8,42.1,1.9,14,30.2,81.9,14,3,66,2.1,0.5,61.5,6.7,3,0.22,0.1,0.37,0.36,1.8,45,4,14,0,0,1.1,53.2,0.6,18,0,1,0,1,1,36,1,1.8,0,0,0,0,0,0,0,0,0,0,1.8,7,7,0,0,0
Dwight McNeil,939542,Everton,2897,35,3,0,6,8.2,9,11.6,7.16,1,0.09,3,3.4,3,0.11,0.09,2.9,3,0.5,26.3,1.8,5.3,24.4,78.3,17,6,69,2.1,1.4,46.5,8.2,6,0.25,0.2,0.36,0.28,0.9,49.2,3,5.3,0,0,0.8,61.4,0.7,22,0.8,27,0.2,7,0,0,1,2.4,0,0,0,0,0,0,0,0,0,0,0.6,2,2,0,0,0
Thomas Doyle,940442,NA,0,0,0,0,0,0,0,0,6.67,0,0,0,0.4,0,0.03,0,0.7,0,0.2,21.4,1,0,58.4,86.4,1,0,8,0.6,5.6,57.3,0.9,0,0.07,0,0.1,0,0.1,50,0,0,0,0,1,50,0.9,12,1.3,17,0.7,9,0,0,0.4,3.6,0,0,0,0,0,0,0,0,0,0,0.8,2,2,0,0,0
Pedro Porro,941573,Tottenham Hotspur,3092,35,3,0,7,6,10,9,7.38,3,0.09,3,3,3,0.09,0.09,2.4,3,0.3,22.6,1.5,5.7,43.2,79.6,13,7,51,1.5,2.2,43.3,6,7,0.18,0.2,0.26,0.29,0.8,52,2,5.7,0,0,1.8,69.2,1,34,2.3,80,0.5,18,1,35,0.4,2.1,0,0,0,0,0,0,0,0,0,0,1.1,3,3,0,0,0
Jérémy Doku,942368,Manchester City,1593,29,3,0,8,5.9,11,8.4,7.32,4,0.17,3,2.5,3,0.14,0.17,3.3,3,1.1,34.5,3.1,5.5,38.2,86,5,8,45,2.5,0.8,100,5.9,8,0.33,0.5,0.47,0.62,4.9,57.6,1,5.5,2,1.9,1.2,56.4,0.5,9,0.1,2,0,0,0,0,1,1.8,0,0,0,0,0,0,0,0,0,0,0.8,3,3,0,0,0
Jurrien Timber,942381,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Billy Gilmour,942549,NA,0,0,0,0,1,2.5,1,3.5,6.75,0,0,0,1,0,0.04,0,0.8,0,0.2,20,1.1,0,80.6,92.2,3,1,22,0.9,2.7,62.1,2.5,1,0.11,0,0.15,0.04,0.3,38.1,0,0,0,0,0.7,61.5,0.5,11,0.6,14,0.4,9,0,0,0.7,3.2,0,0,0,0,0,0,0,0,0,0,0.9,8,8,1,1,8
James Garner,950474,Everton,3005,37,1,0,2,3.7,3,6.5,7.15,1,0.03,1,2.8,1,0.08,0.03,1.8,1,0.3,26.8,1.2,2.4,27.6,82.8,7,2,44,1.3,1.4,53.5,3.7,2,0.11,0.1,0.19,0.09,0.6,54.3,1,2.4,0,0,1.3,53,1.3,45,1.3,45,0.4,14,0,0,0.8,2.9,0,0,0,0,0,0,0,0,0,0,1.2,7,7,0,0,0
Darwin Nunez,950561,Liverpool,2046,36,11,0,8,4.5,19,20.9,7.16,1,0.48,11,16.4,11,0.72,0.48,15.5,11,2,42.6,4.8,10.2,14.6,71.6,11,8,33,1.5,0.5,44,4.5,8,0.2,0.4,0.92,0.84,0.7,42.9,27,10.2,1,0.7,0.5,54.5,0.1,3,0.4,9,0.3,6,0,0,0.7,1.4,0,0,0,0,0,0,0,0,0,0,1.2,9,9,0,0,0
Chris Richards,950829,Crystal Palace,2091,26,1,0,1,0.2,2,1.1,6.84,0,0.04,1,0.9,1,0.04,0.04,0.5,1,0.1,27.3,0.5,9.1,33.1,83.3,1,1,6,0.3,1.5,37.4,0.2,1,0.01,0,0.05,0.09,0,100,0,0,0,0,1.2,60.9,1.2,27,4.6,106,0.5,12,1,26,0,1.6,0,0,0,0,0,0,0,0,0,0,0.5,3,3,0,0,0
Cheick Oumar Doucouré,951954,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.5,0,0,0,0,0,0,0,1,0,10,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tariq Lamptey,955139,NA,0,0,0,0,3,0.8,3,1.5,0,0,0,0,0.6,0,0.06,0,0,0,0,0,0.6,0,32.2,87.9,1,3,10,1,0.7,63.6,0.8,3,0.08,0.3,0.15,0.3,0.6,42.9,1,0,0,0,1.4,66.7,0.6,6,0.5,5,0.3,3,1,19,0.3,1,0,0,0,0,0,0,0,0,0,0,1.1,3,3,0,0,0
Benoit Badiashile,955376,NA,0,0,0,0,1,0.9,1,1.3,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,2,1,6,0.4,0,0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
William Saliba,955406,Arsenal,3420,38,2,0,1,0.9,3,2.5,7.27,1,0.05,2,1.6,2,0.04,0.05,1.4,2,0.1,40,0.3,20,69.2,92.6,0,0,6,0.2,1.8,54,0.9,1,0.02,0,0.07,0.08,0.3,71.4,1,20,0,0,0.7,63.4,0.8,29,2.1,78,0.4,17,1,38,0.2,2.8,0,0,0,0,0,0,0,0,0,0,0.6,4,4,0,0,0
Matheus Nunes,955529,NA,0,0,0,0,2,1.7,2,2.6,0,0,0,0,0.9,0,0.1,0,0.4,0,0.4,40,1.1,0,48.6,86.2,2,2,12,1.3,0.4,30.8,1.7,2,0.18,0.2,0.28,0.22,2.2,54.1,2,0,0,0,0.5,38.5,0.8,7,1,9,0.1,1,0,0,1,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Alfie Doughty,956169,Luton Town,2937,37,2,0,8,5.4,10,6.7,7.16,2,0.06,2,1.3,2,0.04,0.06,1.6,2,0.2,30.8,0.8,7.7,25.1,75.2,10,8,70,2.1,2,39.1,5.4,8,0.17,0.2,0.21,0.31,1,57.9,2,7.7,0,0,1.2,63.5,0.9,31,1.1,36,0.3,9,0,0,0.3,1.8,0,0,0,0,0,0,0,0,0,0,0.9,5,5,0,0,0
Max Aarons,956621,NA,0,0,0,0,1,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,25.2,76.7,1,1,7,0.5,1.5,39.2,0.9,1,0.07,0.1,0.07,0.07,1,53.8,0,0,0,0,1.4,65.5,0.6,8,1.5,21,0.4,5,1,20,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0
Sven Botman,956682,Newcastle United,1378,17,2,0,2,0.6,4,1.2,0,0,0,0,0.6,2,0,0,0.8,2,0,0,0,0,0,0,2,2,5,0.3,0,0,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Ryan Gravenberch,956683,Liverpool,1121,26,1,0,0,0,1,3.4,6.81,0,0.08,1,2,1,0.16,0.08,1.4,1,0.6,34.8,1.8,4.4,33,83.4,1,0,16,1.3,0.5,60,1.4,0,0.11,0,0.27,0.08,1.8,51.1,1,4.4,0,0,1,46.2,1.1,14,0.9,11,0.2,2,0,0,1,3.2,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0
Nuno Tavares,957118,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
James Hill,959407,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Collins,961306,Brentford,2649,32,1,0,1,1.1,2,3.1,6.69,0,0.03,1,2.1,1,0.07,0.03,0.9,1,0.1,20,0.3,10,40.6,81.5,5,1,11,0.4,2.3,38.1,1.1,1,0.04,0,0.11,0.07,0.4,84.6,3,10,0,0,0.7,52.6,1.5,44,4.4,129,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,3,0,0,0
Bukayo Saka,961995,Arsenal,2933,35,16,6,9,11,25,26.5,7.97,6,0.49,16,15.5,16,0.48,0.49,15.4,16,1.1,34.3,3.3,14.8,33.4,83,15,9,91,2.8,0.8,42.9,11,9,0.34,0.3,0.81,0.77,1.5,47.6,11,14.8,1,2.1,1.1,53,0.5,15,0.6,19,0.1,2,0,0,1.1,2.1,0,0,0,0,0,0,0,0,0,0,1.3,4,4,0,0,0
Harvey Elliott,963964,Liverpool,1336,34,3,0,6,4.6,9,7.3,7.05,2,0.2,3,2.7,3,0.18,0.2,2.8,3,1.1,34.7,3.3,6.1,53.4,87.7,5,6,37,2.5,2.7,62.5,4.6,6,0.31,0.4,0.49,0.61,0.6,47.4,1,6.1,1,0.9,1.1,63,0.4,6,0.4,6,0,0,0,0,1.3,3.1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,0,0,0
Mike Tresor,963983,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Maatsen,966026,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Conor Gallagher,966027,Chelsea,3135,37,5,0,7,3.5,12,7.7,7.5,3,0.14,5,4.2,5,0.12,0.14,4.1,5,0.5,37.5,1.4,10.4,50.7,91.5,11,7,53,1.5,1.6,66.7,3.5,7,0.1,0.2,0.22,0.34,1.1,67.9,5,10.4,0,0,1.5,61.2,1.2,43,0.9,30,0.3,11,0,0,1.1,2.8,0,0,0,0,0,0,0,0,0,0,2.4,7,7,1,1,7
Antony,967622,Manchester United,1323,29,1,0,1,1.9,2,5.3,6.84,1,0.07,1,3.4,1,0.23,0.07,4.1,1,1.1,37.2,2.9,2.3,30.5,80,7,1,22,1.5,0.7,57.9,1.9,1,0.13,0.1,0.36,0.14,1.8,44.1,4,2.3,1,2.2,1.4,52.5,0.8,12,0.5,8,0.1,1,1,29,1.7,2.7,0,0,0,0,0,0,0,0,0,0,1.3,5,5,0,0,0
Bryan Gil,970692,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.8,0,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Paul van Hecke,974618,NA,0,0,0,0,0,0,0,0,7.05,0,0,0,1.2,0,0.05,0,1.5,0,0.2,40,0.6,0,84.3,92.5,0,0,10,0.4,3.3,62.9,1.1,0,0.04,0,0.09,0,0.2,71.4,2,0,0,0,1,55.3,1.1,30,2.8,74,1,27,1,28,0.2,1.4,0,0,0,0,0,0,0,0,0,0,0.5,4,4,0,0,0
Julián Álvarez,974753,Manchester City,2657,36,11,2,9,6.3,20,19.4,7.47,3,0.37,11,13.1,11,0.44,0.37,14.8,11,1.4,40.8,3.3,11.2,33.1,87.9,7,9,67,2.3,0.8,70.6,6.3,9,0.21,0.3,0.66,0.68,0.7,47.6,10,11.2,2,0.4,0.4,54.2,0.1,2,0.4,13,0,0,0,0,1.1,1.3,0,0,0,0,0,0,0,0,0,0,0.8,2,2,0,0,0
Mykhaylo Mudryk,976506,Chelsea,1578,31,5,0,2,3.2,7,7.6,6.94,0,0.29,5,4.4,5,0.25,0.29,4.1,5,0.7,34.3,2,14.3,20.9,76.9,6,2,32,1.8,0.8,77.8,3.2,2,0.18,0.1,0.43,0.4,2.2,55.7,4,14.3,2,1.5,0.7,57.1,0.5,9,0.3,6,0.1,1,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,1.3,5,5,0,0,0
Han-Noah Massengo,978680,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Hickey,1002039,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Keane Lewis-Potter,1010426,Brentford,1441,30,3,0,1,2,4,8.3,6.63,0,0.19,3,6.3,3,0.4,0.19,6.4,3,1.4,51.2,2.7,7,17.3,77.4,3,1,13,0.8,0.6,33.3,2,1,0.12,0.1,0.52,0.25,1.3,38.9,12,7,0,0,0.4,41.2,0.4,7,1.2,20,0.1,2,0,0,0.6,1.6,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0
Toti Gomes,1013277,Wolverhampton Wanderers,2774,35,1,0,3,0.6,4,2.3,6.9,0,0.03,1,1.6,1,0.05,0.03,1.3,1,0.2,50,0.3,10,46,82.8,2,3,6,0.2,1.5,28,0.6,3,0.02,0.1,0.07,0.13,0.7,82.1,3,10,0,0,0.8,56.8,0.8,26,2.8,87,0.6,19,0,0,0.2,1.5,0,0,0,0,0,0,0,0,0,0,1.2,7,7,0,0,0
Brandon Aguilera,1021336,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro,1021382,Brighton and Hove Albion,2043,31,9,4,3,4.7,12,16.7,7.06,2,0.4,9,12,9,0.53,0.4,10.4,9,1.1,34.7,3.3,12,28.2,82.7,9,3,38,1.7,0.6,58.3,4.7,3,0.21,0.1,0.74,0.53,1.9,48.9,9,12,2,2.6,0.6,45.2,0.5,11,1.1,25,0.1,2,0,0,0.7,1.5,0,0,0,0,0,0,0,0,0,0,0.8,2,2,0,0,0
Gabriel Martinelli,1021586,Arsenal,2029,35,6,0,4,5.2,10,12.3,7.09,1,0.27,6,7.1,6,0.31,0.27,5.8,6,1,37.9,2.6,10.3,30.4,85,7,4,46,2,1.1,72.7,5.2,4,0.23,0.2,0.54,0.44,1.8,39.6,5,10.3,0,0,1.1,80,0.2,5,0.3,7,0,1,0,0,0.8,2.1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Jakub Kiwior,1021834,Arsenal,945,20,1,0,3,0.6,4,1.4,0,0,0.1,1,0.8,1,0.08,0.1,0.4,1,0.3,50,0.6,16.7,44.5,85.8,1,3,6,0.6,2,50,0.6,3,0.06,0.3,0.14,0.38,0.2,66.7,3,16.7,0,0,1.1,60,0.8,8,2.3,24,0.3,3,0,0,0.1,1.6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Jacob Ramsey,1021929,Aston Villa,850,16,1,0,1,1.4,2,3.5,0,0,0,0,2.2,1,0,0,1.1,1,0,0,0,0,0,0,1,1,10,1.1,0,0,1.4,1,0,0,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Fabio Vieira,1025462,Arsenal,292,11,1,1,2,0.8,3,2.1,0,0,0,0,1.3,1,0,0,1.1,1,0,0,0,0,0,0,2,2,5,1.5,0,0,0.8,2,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Michael Olise,1029063,Crystal Palace,1277,19,10,1,6,5,16,10.5,7.71,5,0.7,10,5.5,10,0.39,0.7,6.5,10,1.5,36.8,4,17.5,35.7,83.1,9,6,36,2.5,1.8,71.4,5,6,0.35,0.4,0.74,1.13,2.8,54.8,3,17.5,0,0,0.7,52.6,0.8,11,0.6,9,0,0,0,0,0.5,2.3,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0
Jarrad Branthwaite,1030829,Everton,3117,35,3,0,0,0,3,3.1,7.12,0,0.09,3,1.8,3,0.05,0.09,1.7,3,0.1,28.6,0.4,21.4,31.7,80.1,1,0,4,0.1,2.1,40.1,1.3,0,0.04,0,0.09,0.09,0.1,71.4,1,21.4,1,0.5,0.9,48.5,1.4,50,4.5,157,1,36,1,35,0.1,2.4,0,0,0,0,0,0,0,0,0,0,0.7,8,8,0,0,0
Vinicius de Souza Costa,1047671,Sheffield United,2672,36,1,0,0,0,1,1.6,6.82,1,0.03,1,1.1,1,0.04,0.03,2.3,1,0.2,42.9,0.5,7.1,26.5,80.3,0,0,4,0.1,1.3,42.4,0.5,0,0.02,0,0.05,0.03,0.6,60.7,0,0,0,0,2.6,60.8,1.1,32,2.5,75,0.6,17,1,36,0.2,2.4,0,0,0,0,0,0,0,0,0,0,1.6,3,3,0,0,0
Fabio Silva,1050158,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1.4,0,0,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Anthony Elanga,1050166,Nottingham Forest,2434,36,5,0,9,4,14,10.6,6.89,1,0.18,5,6.6,5,0.24,0.18,6.8,5,0.9,42.6,2,9.3,17.9,75.3,14,9,32,1.2,0.3,35,4,9,0.15,0.3,0.39,0.52,1,40,10,9.3,0,0,0.7,57.6,0.3,8,0.6,16,0.1,2,0,0,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0.3,1,1,0,0,0
Andrew Omobamidele,1050822,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Destiny Udogie,1052898,Tottenham Hotspur,2398,28,2,0,3,2,5,4.5,7.09,0,0.08,2,2.5,2,0.09,0.08,2.8,2,0.2,55.6,0.3,22.2,39.9,87.5,3,3,24,0.9,0.3,35,2,3,0.08,0.1,0.17,0.19,0.9,48,3,22.2,0,0,1.2,48.5,1.4,37,2.5,67,0.3,8,0,0,0.8,2.4,0,0,0,0,0,0,0,0,0,0,1.9,5,5,1,1,5
Boubacar Traore,1054122,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.03,0,0.3,0,0.1,9.1,1.2,0,42.1,84.9,0,0,6,0.7,1.7,62.5,0.3,0,0.04,0,0.07,0,1.1,71.4,0,0,0,0,2.6,65.7,0.6,5,0.8,7,0.2,2,0,0,0.8,3.6,0,0,0,0,0,0,0,0,0,0,2.6,4,4,0,0,0
Anis Ben Slimane,1055316,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.4,0,0,0,0,0,0,0,0,0,3,0.7,0,0,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zeki Amdouni,1067168,Burnley,1971,34,5,1,1,1.3,6,7.1,6.6,1,0.23,5,5.8,5,0.27,0.23,6.1,5,1,44.9,2.2,10.2,18,80.9,2,1,16,0.7,0.8,64.3,1.3,1,0.06,0,0.32,0.27,1.3,38.2,6,10.2,1,1.8,0.8,66.7,0.4,9,0.5,10,0.5,10,0,0,0.6,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0
Djordje Petrovic,1067256,NA,0,0,0,0,0,0,0,0,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,76.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,20,0,0,0,0,0,0,5,38,66.4,38,3.4,75,-8.9,38,1.7,38,0,0,2,0,0,0
Evan Ferguson,1068482,Brighton and Hove Albion,1365,27,6,0,0,0,6,5.4,6.52,1,0.4,6,4.6,6,0.3,0.4,5.6,6,1.3,60.6,2.2,18.2,16.1,81.3,1,0,6,0.4,0.3,57.1,0.8,0,0.05,0,0.36,0.4,0.5,53.8,4,18.2,1,1.6,0.4,42.9,0.1,2,0.5,8,0.2,3,0,0,0.4,0.9,0,0,0,0,0,0,0,0,0,0,1.6,1,1,0,0,0
Yasser Larouci,1068902,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anass Zaroury,1069536,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,1.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
